,Name,Link,Year,Publisher,Platform
25316,car maniac ,https://www.uvlist.net/game-205234-Car+Maniac,1984,Micropuce,Oric
25317,car massacre,https://www.uvlist.net/game-46559-Car+Massacre,?,Le Bouil,Amstrad CPC
25318,car mats,https://www.uvlist.net/game-272681-Car+Mats,2022,SPACEFARER GAMES,Switch
25319,car mayhem,https://www.uvlist.net/game-272706-Car+Mayhem,2019,Sabec,Switch
25320,car maze,https://www.uvlist.net/game-255253-Car+Maze,1983,Logic Systems,BBC
25321,car mechanic pinball,https://www.uvlist.net/game-272615-Car+Mechanic+Pinball,2022,SONKA,Switch
25322,car mechanic simulator 2018,https://www.uvlist.net/game-266707-Car+Mechanic+Simulator+2018,2017,PlayWay ,Windows
25323,car pack,https://www.uvlist.net/game-230095-Car+Pack,2017,Armo03,Linux
25324,car park,https://www.uvlist.net/game-255254-Car+Park,1988,Beebug Magazine ,BBC
25325,car parking,https://www.uvlist.net/game-230538-Car+Parking,2015,?,TizenOS
25326,car parking simulator,https://www.uvlist.net/game-272590-Car+Parking+Simulator,2022,BoomHits,Switch
25327,car polo,https://www.uvlist.net/game-2876-Car+Polo,1977,Exidy,Arcade
25328,car quest,https://www.uvlist.net/game-272694-Car+Quest,2018,Ezone,Switch
25329,car race,https://www.uvlist.net/game-197699-Car+Race,1983,Softside,Atari 400/800
25330,car race,https://www.uvlist.net/game-231397-Car+Race,1986,Robtek,C64
25331,car race,https://www.uvlist.net/game-255257-Car+Race,1983,Ample Software,MSX
25332,car race,https://www.uvlist.net/game-261184-Car+Race,1994,?,Chip 8
25333,car race,https://www.uvlist.net/game-270818-Car+Race,1984,Computer Kontakt ,Atari 400/800
25334,car race ,https://www.uvlist.net/game-172344-Car+Race,1985,Compute!;Robtek,C16/Plus4
25335,car race ,https://www.uvlist.net/game-255256-Car+Race,1990,Micro User ,BBC
25336,car race ii,https://www.uvlist.net/game-242709-Car+Race+II,1980,PET User's Club,Commodore PET
25337,car racing,https://www.uvlist.net/game-224710-Car+Racing,?,?,Nascom
25338,car racing,https://www.uvlist.net/game-230594-Car+Racing,2015,Dew Mobility,TizenOS
25339,car racing ,https://www.uvlist.net/game-174779-Car+Racing,1990,Hartung,Game Master
25340,car racing challenge ,https://www.uvlist.net/game-209199-Car+Racing+Challenge,2004,D3 Publisher;505 Games ,PS2
25341,car racing trials,https://www.uvlist.net/game-272687-Car+Racing+Trials,2022,BoomHits,Switch
25342,car run,https://www.uvlist.net/game-216067-Car+Run,2015,author,Linux
25343,car tycoon,https://www.uvlist.net/game-97550-Car+Tycoon,2002,Fishtank ,Windows
25344,car wars,https://www.uvlist.net/game-163099-Car+Wars,1981,Texas Instruments,TI99
25345,car wars,https://www.uvlist.net/game-250516-Car+Wars,1982,Software For All,BBC
25346,car world,https://www.uvlist.net/game-80240-Car+World,?,-,Linux
25347,car world,https://www.uvlist.net/game-186601-Car+World,?,-,BeOS
25348,car world,https://www.uvlist.net/game-225892-Car+World,?,-,Unix
25349,car-azy,https://www.uvlist.net/game-231498-Car+Azy,1981,Tomy,Tomy Tutor
25350,car-crash,https://www.uvlist.net/game-242731-Car+Crash,19??,author,Commodore PET
25351,car-slide-race,https://www.uvlist.net/game-12361-Car+Slide+Race,1983,Supersoft/Prospek Computing Coorpera,ZX Spectrum
25352,car.race,https://www.uvlist.net/game-258648-Car.Race,1987,LOGIC,Apple II E
25353,cara ,https://www.uvlist.net/game-225388-Cara,1986,No Man's Land ,Amstrad CPC
25354,cara ,https://www.uvlist.net/game-251163-Cara,1984,No Man's Land,Thomson
25355,cara the bloodlord ,https://www.uvlist.net/game-244605-Cara+the+Bloodlord,2012,Anime Lilith,Windows
25356,carace,https://www.uvlist.net/game-201479-Carace,198x,?,MicroBee
25357,caractacus,https://www.uvlist.net/game-236850-Caractacus,1983,Century Communications,C64
25358,caraggio i: pirat der grünen insel,https://www.uvlist.net/game-214174-Caraggio+I+Pirat+der+grunen+Insel,1990,PDPD Software,C64
25359,caraïbes ,https://www.uvlist.net/game-252139-Caraibes,1982,Logidisque,Apple II E
25360,carambola,https://www.uvlist.net/game-204561-Carambola,2014,author,Linux
25361,caramel box yarukibako ,https://www.uvlist.net/game-244606-Caramel+Box+Yarukibako,2005,Caramel Box,Windows
25362,caramel quest ~meitenkanno megamizou~ ,https://www.uvlist.net/game-198769-Caramel+Quest+meitenkanno+megamizou,1992,Agumix,NEC PC9801
25363,caramel the cat,https://www.uvlist.net/game-215925-Caramel+the+Cat,2015,?,Linux
25364,caramelos,https://www.uvlist.net/game-261185-Caramelos,1984,Investronica,ZX Spectrum
25365,carat,https://www.uvlist.net/game-97840-Carat,1992,Custom,X68000
25366,carat ,https://www.uvlist.net/game-198772-Carat,1992,Custom,NEC PC9801
25367,caravan,https://www.uvlist.net/game-213887-Caravan,2016,Daedalic Entertainment ,Linux
25368,caravan shooting collection,https://www.uvlist.net/game-5728-Caravan+Shooting+Collection,1995,Hudson;Tecmo ,SNES
25369,caravans to timbuktu,https://www.uvlist.net/game-258544-Caravans+to+Timbuktu,1994,MECC,Apple II E
25370,caravanserail,https://www.uvlist.net/game-216061-Caravanserail,2015,author,Linux
25371,caravel drod,https://www.uvlist.net/game-173288-Caravel+DROD,2002,Caravel Games,Windows
25372,carax '92,https://www.uvlist.net/game-159546-Carax+92,1992,Bio 100% ,NEC PC9801
25373,carbo,https://www.uvlist.net/game-244607-Carbo,1987,Compac,NEC PC8801
25374,carbon knight ,https://www.uvlist.net/game-159136-Carbon+Knight,1998,Pallet,Windows
25375,carbon warfare,https://www.uvlist.net/game-236851-Carbon+Warfare,?,Virtuos China,Android
25376,carcassone,https://www.uvlist.net/game-249354-Carcassone,2018,Asmodee Digital,Switch
25377,carcassonne,https://www.uvlist.net/game-248752-Carcassonne,2017,Asmodee Digital ,Windows
